,DoS-Synflooding,MITM ARP Spoofing,Mirai-Ackflooding,Mirai-HTTP Flooding,Mirai-Hostbruteforceg,Mirai-UDP Flooding,Normal,Scan Hostport,Scan Port OS
605333,0,0,0,0,0,0,0,1,0
605334,0,0,0,0,0,1,0,0,0
605335,0,0,0,0,1,0,0,0,0
605336,0,0,0,0,0,0,0,0,1
605337,0,0,0,0,0,1,0,0,0
605338,0,1,0,0,0,0,0,0,0
605339,0,0,1,0,0,0,0,0,0
605340,0,0,0,0,0,1,0,0,0
605341,0,0,0,0,1,0,0,0,0
605342,0,0,0,0,1,0,0,0,0
605343,0,0,0,0,1,0,0,0,0
605344,0,0,0,0,1,0,0,0,0
605345,0,0,0,0,0,1,0,0,0
605346,0,0,0,0,1,0,0,0,0
605347,0,0,0,0,0,0,0,0,1
605348,0,0,0,0,0,0,0,0,1
605349,0,0,1,0,0,0,0,0,0
605350,0,0,0,0,1,0,0,0,0
605351,0,0,0,0,1,0,0,0,0
605352,0,0,0,0,0,0,0,0,1
605353,0,0,0,0,0,1,0,0,0
605354,0,0,0,0,1,0,0,0,0
605355,0,0,0,0,0,1,0,0,0
605356,1,0,0,0,0,0,0,0,0
605357,0,0,0,0,0,0,0,0,1
605358,0,0,0,0,0,0,0,1,0
605359,0,0,0,0,1,0,0,0,0
605360,0,0,0,0,1,0,0,0,0
605361,0,0,0,0,0,1,0,0,0
605362,0,0,0,0,0,1,0,0,0
605363,0,0,0,0,0,1,0,0,0
605364,1,0,0,0,0,0,0,0,0
605365,0,0,0,0,1,0,0,0,0
605366,0,0,1,0,0,0,0,0,0
605367,0,1,0,0,0,0,0,0,0
605368,0,0,0,0,1,0,0,0,0
605369,0,0,0,0,0,1,0,0,0
605370,0,0,0,0,0,0,1,0,0
605371,0,0,1,0,0,0,0,0,0
605372,0,0,0,1,0,0,0,0,0
605373,0,0,0,0,0,0,1,0,0
605374,0,0,0,0,1,0,0,0,0
605375,0,0,0,0,1,0,0,0,0
605376,0,0,0,1,0,0,0,0,0
605377,0,0,0,1,0,0,0,0,0
605378,0,0,0,0,0,0,1,0,0
605379,0,0,0,0,0,0,0,0,1
605380,0,0,0,0,0,0,1,0,0
605381,0,0,0,0,1,0,0,0,0
605382,0,0,0,0,1,0,0,0,0
605383,0,0,0,0,0,0,1,0,0
605384,0,0,0,0,1,0,0,0,0
605385,0,0,0,0,0,1,0,0,0
605386,0,0,0,0,0,1,0,0,0
605387,0,0,0,0,0,0,1,0,0
605388,0,0,0,0,0,1,0,0,0
605389,0,0,0,0,1,0,0,0,0
605390,0,0,0,0,0,1,0,0,0
605391,0,0,0,0,0,1,0,0,0
605392,0,0,0,0,1,0,0,0,0
605393,1,0,0,0,0,0,0,0,0
605394,0,0,0,0,0,1,0,0,0
605395,0,0,0,0,1,0,0,0,0
605396,1,0,0,0,0,0,0,0,0
605397,0,1,0,0,0,0,0,0,0
605398,0,0,1,0,0,0,0,0,0
605399,0,0,0,0,0,1,0,0,0
605400,0,0,0,0,0,1,0,0,0
605401,0,1,0,0,0,0,0,0,0
605402,0,0,0,0,0,1,0,0,0
605403,0,0,0,0,0,1,0,0,0
605404,0,0,0,0,0,0,1,0,0
605405,0,0,0,1,0,0,0,0,0
605406,0,1,0,0,0,0,0,0,0
605407,0,0,0,0,1,0,0,0,0
605408,0,0,0,1,0,0,0,0,0
605409,0,0,0,1,0,0,0,0,0
605410,0,0,0,1,0,0,0,0,0
605411,0,0,0,0,0,0,1,0,0
605412,0,0,0,0,0,0,1,0,0
605413,0,0,0,0,1,0,0,0,0
605414,0,0,0,0,0,0,0,0,1
605415,0,0,0,0,1,0,0,0,0
605416,0,0,0,0,1,0,0,0,0
605417,0,0,0,0,1,0,0,0,0
605418,0,0,0,0,0,1,0,0,0
605419,0,0,0,0,1,0,0,0,0
605420,0,0,1,0,0,0,0,0,0
605421,0,0,0,0,0,1,0,0,0
605422,0,0,0,0,0,1,0,0,0
605423,0,0,0,0,1,0,0,0,0
605424,0,0,0,0,1,0,0,0,0
605425,1,0,0,0,0,0,0,0,0
605426,0,0,1,0,0,0,0,0,0
605427,0,0,0,1,0,0,0,0,0
605428,0,0,1,0,0,0,0,0,0
605429,0,0,1,0,0,0,0,0,0
605430,0,0,0,0,0,0,0,0,1
605431,0,0,0,0,0,1,0,0,0
605432,0,0,0,0,0,1,0,0,0
605433,0,0,1,0,0,0,0,0,0
605434,1,0,0,0,0,0,0,0,0
605435,0,0,0,0,0,0,0,0,1
605436,0,0,0,0,0,1,0,0,0
605437,0,0,0,0,0,1,0,0,0
605438,0,0,0,0,1,0,0,0,0
605439,0,0,0,0,0,1,0,0,0
605440,1,0,0,0,0,0,0,0,0
605441,0,0,0,0,1,0,0,0,0
605442,0,0,0,0,0,1,0,0,0
605443,0,0,0,0,1,0,0,0,0
605444,0,0,0,1,0,0,0,0,0
605445,0,0,0,0,0,1,0,0,0
605446,0,0,0,0,0,1,0,0,0
605447,0,0,0,0,0,0,0,1,0
605448,0,1,0,0,0,0,0,0,0
605449,0,0,0,1,0,0,0,0,0
605450,0,0,0,0,1,0,0,0,0
605451,0,0,0,0,1,0,0,0,0
605452,0,0,1,0,0,0,0,0,0
605453,1,0,0,0,0,0,0,0,0
605454,0,0,0,0,1,0,0,0,0
605455,0,0,1,0,0,0,0,0,0
605456,0,0,1,0,0,0,0,0,0
605457,1,0,0,0,0,0,0,0,0
605458,0,0,0,0,1,0,0,0,0
605459,0,0,0,0,0,1,0,0,0
605460,0,0,0,0,0,0,1,0,0
605461,1,0,0,0,0,0,0,0,0
605462,0,0,0,0,0,1,0,0,0
605463,0,0,0,0,1,0,0,0,0
605464,1,0,0,0,0,0,0,0,0
605465,0,0,0,1,0,0,0,0,0
605466,0,0,0,1,0,0,0,0,0
605467,0,0,0,0,1,0,0,0,0
605468,0,0,0,0,0,0,0,0,1
605469,0,0,0,0,0,1,0,0,0
605470,0,0,0,0,0,1,0,0,0
605471,0,0,0,0,0,0,0,0,1
605472,0,1,0,0,0,0,0,0,0
605473,1,0,0,0,0,0,0,0,0
605474,0,0,1,0,0,0,0,0,0
605475,1,0,0,0,0,0,0,0,0
605476,0,0,0,0,1,0,0,0,0
605477,0,0,0,0,1,0,0,0,0
605478,0,0,0,0,0,0,0,0,1
605479,0,0,0,0,0,1,0,0,0
605480,0,0,0,0,0,0,0,1,0
605481,0,0,0,0,0,0,1,0,0
605482,0,0,0,0,0,0,0,0,1
605483,0,0,0,1,0,0,0,0,0
605484,0,0,0,0,0,1,0,0,0
605485,0,0,0,0,0,1,0,0,0
605486,0,0,0,0,1,0,0,0,0
605487,0,0,0,0,0,1,0,0,0
605488,0,0,0,0,0,0,1,0,0
605489,0,0,0,0,0,1,0,0,0
605490,0,0,0,0,1,0,0,0,0
605491,0,0,0,0,0,0,0,0,1
605492,0,0,0,0,0,0,0,1,0
605493,0,0,0,0,0,0,1,0,0
605494,0,0,0,0,0,1,0,0,0
605495,0,0,0,0,1,0,0,0,0
605496,0,0,0,0,1,0,0,0,0
605497,0,0,0,0,0,0,0,0,1
605498,0,0,0,0,0,1,0,0,0
605499,1,0,0,0,0,0,0,0,0
605500,0,0,0,1,0,0,0,0,0
605501,0,0,0,0,0,0,0,0,1
605502,0,0,0,0,1,0,0,0,0
605503,0,0,0,0,1,0,0,0,0
605504,0,0,0,0,0,0,1,0,0
605505,0,0,0,0,0,1,0,0,0
605506,0,0,0,0,0,1,0,0,0
605507,0,0,0,0,0,1,0,0,0
605508,1,0,0,0,0,0,0,0,0
605509,0,0,0,0,0,1,0,0,0
605510,0,0,0,0,1,0,0,0,0
605511,0,0,0,0,0,1,0,0,0
605512,0,0,1,0,0,0,0,0,0
605513,0,0,1,0,0,0,0,0,0
605514,0,0,0,0,0,1,0,0,0
605515,0,1,0,0,0,0,0,0,0
605516,0,0,1,0,0,0,0,0,0
605517,0,0,1,0,0,0,0,0,0
605518,0,0,0,0,0,0,0,0,1
605519,0,0,0,0,1,0,0,0,0
605520,0,0,0,0,0,1,0,0,0
605521,0,0,0,0,1,0,0,0,0
605522,0,0,0,0,1,0,0,0,0
605523,0,0,0,0,0,0,0,0,1
605524,0,0,0,0,1,0,0,0,0
605525,0,0,1,0,0,0,0,0,0
605526,0,0,1,0,0,0,0,0,0
605527,0,0,0,0,0,1,0,0,0
605528,0,0,0,0,0,0,1,0,0
605529,0,0,0,0,0,0,0,0,1
605530,0,1,0,0,0,0,0,0,0
605531,0,0,0,0,0,1,0,0,0
605532,0,0,1,0,0,0,0,0,0
605533,0,0,0,0,1,0,0,0,0
605534,0,0,0,0,0,1,0,0,0
605535,0,0,0,0,0,1,0,0,0
605536,0,1,0,0,0,0,0,0,0
605537,0,0,0,0,0,0,1,0,0
605538,0,0,0,0,0,0,0,0,1
605539,0,0,0,0,0,0,0,0,1
605540,0,0,0,0,0,0,0,0,1
605541,1,0,0,0,0,0,0,0,0
605542,0,0,0,0,0,0,0,0,1
605543,0,0,0,0,0,0,0,0,1
605544,0,0,0,0,0,1,0,0,0
605545,0,0,0,0,0,0,1,0,0
605546,0,0,1,0,0,0,0,0,0
605547,0,0,0,0,1,0,0,0,0
605548,0,0,0,0,0,1,0,0,0
605549,0,0,0,0,1,0,0,0,0
605550,1,0,0,0,0,0,0,0,0
605551,0,0,0,0,1,0,0,0,0
605552,1,0,0,0,0,0,0,0,0
605553,0,0,1,0,0,0,0,0,0
605554,0,0,0,0,0,1,0,0,0
605555,0,0,0,0,0,1,0,0,0
605556,0,1,0,0,0,0,0,0,0
605557,1,0,0,0,0,0,0,0,0
605558,0,0,0,0,1,0,0,0,0
605559,0,0,0,0,1,0,0,0,0
605560,0,0,0,0,0,1,0,0,0
605561,0,0,0,0,0,0,0,1,0
605562,0,0,0,0,0,0,0,0,1
605563,0,0,0,0,0,1,0,0,0
605564,0,0,0,0,0,1,0,0,0
605565,0,0,0,0,1,0,0,0,0
605566,0,0,0,0,1,0,0,0,0
605567,0,1,0,0,0,0,0,0,0
605568,0,0,0,0,0,0,1,0,0
605569,0,0,0,0,0,1,0,0,0
605570,0,0,0,0,0,0,1,0,0
605571,0,0,0,0,0,1,0,0,0
605572,0,0,0,0,0,0,1,0,0
605573,0,0,0,0,0,1,0,0,0
605574,1,0,0,0,0,0,0,0,0
605575,0,0,0,0,1,0,0,0,0
605576,0,1,0,0,0,0,0,0,0
605577,0,0,0,0,1,0,0,0,0
605578,1,0,0,0,0,0,0,0,0
605579,0,0,0,0,0,1,0,0,0
605580,0,0,0,0,0,1,0,0,0
605581,1,0,0,0,0,0,0,0,0
605582,0,0,1,0,0,0,0,0,0
605583,0,0,0,0,0,1,0,0,0
605584,1,0,0,0,0,0,0,0,0
605585,0,0,0,0,0,1,0,0,0
605586,0,0,1,0,0,0,0,0,0
605587,0,0,0,0,0,1,0,0,0
605588,0,0,1,0,0,0,0,0,0
605589,0,0,0,0,0,0,0,1,0
605590,0,0,0,0,0,1,0,0,0
605591,0,0,0,0,1,0,0,0,0
605592,1,0,0,0,0,0,0,0,0
605593,0,0,0,0,0,1,0,0,0
605594,0,0,0,0,0,1,0,0,0
605595,0,0,0,0,0,0,1,0,0
605596,0,0,0,0,1,0,0,0,0
605597,0,0,0,0,0,0,1,0,0
605598,0,0,0,0,0,0,0,0,1
605599,0,0,0,0,1,0,0,0,0
605600,0,0,0,0,1,0,0,0,0
605601,0,0,0,0,0,0,0,1,0
605602,0,0,0,0,1,0,0,0,0
605603,0,0,0,0,0,0,0,0,1
605604,1,0,0,0,0,0,0,0,0
605605,0,1,0,0,0,0,0,0,0
605606,0,0,1,0,0,0,0,0,0
605607,0,0,0,1,0,0,0,0,0
605608,0,0,0,0,0,1,0,0,0
605609,0,0,0,0,0,0,1,0,0
605610,0,0,1,0,0,0,0,0,0
605611,0,0,1,0,0,0,0,0,0
605612,0,0,0,0,0,0,1,0,0
605613,0,0,0,0,0,0,1,0,0
605614,0,0,0,0,0,0,1,0,0
605615,0,0,0,0,0,1,0,0,0
605616,0,0,0,1,0,0,0,0,0
605617,0,0,1,0,0,0,0,0,0
605618,0,1,0,0,0,0,0,0,0
605619,0,0,0,0,0,1,0,0,0
605620,1,0,0,0,0,0,0,0,0
605621,0,0,0,0,0,0,0,0,1
605622,0,0,0,0,1,0,0,0,0
605623,0,0,0,0,0,1,0,0,0
605624,0,0,0,0,0,1,0,0,0
605625,1,0,0,0,0,0,0,0,0
605626,1,0,0,0,0,0,0,0,0
605627,0,0,0,0,1,0,0,0,0
605628,0,1,0,0,0,0,0,0,0
605629,0,0,0,0,0,1,0,0,0
605630,0,0,0,0,0,1,0,0,0
605631,0,0,1,0,0,0,0,0,0
605632,0,0,0,0,0,1,0,0,0
605633,0,0,0,0,1,0,0,0,0
605634,0,0,0,0,1,0,0,0,0
605635,0,1,0,0,0,0,0,0,0
605636,0,0,0,0,0,0,1,0,0
605637,0,0,0,0,0,1,0,0,0
605638,0,0,0,0,1,0,0,0,0
605639,0,1,0,0,0,0,0,0,0
605640,0,0,1,0,0,0,0,0,0
605641,0,0,0,0,0,1,0,0,0
605642,1,0,0,0,0,0,0,0,0
605643,0,0,0,0,0,0,0,0,1
605644,0,0,0,0,0,1,0,0,0
605645,0,0,0,0,0,0,0,0,1
605646,0,0,0,0,0,1,0,0,0
605647,0,0,0,0,0,1,0,0,0
605648,0,1,0,0,0,0,0,0,0
605649,1,0,0,0,0,0,0,0,0
605650,0,0,0,0,1,0,0,0,0
605651,0,0,0,0,0,1,0,0,0
605652,0,0,0,0,0,1,0,0,0
605653,0,0,0,0,0,0,1,0,0
605654,0,0,1,0,0,0,0,0,0
605655,0,0,0,0,0,1,0,0,0
605656,0,0,0,0,1,0,0,0,0
605657,0,0,0,0,0,1,0,0,0
605658,0,0,0,0,0,0,1,0,0
605659,0,0,0,0,0,0,1,0,0
605660,0,0,0,1,0,0,0,0,0
605661,0,0,0,0,0,1,0,0,0
605662,0,0,1,0,0,0,0,0,0
605663,0,0,0,0,0,1,0,0,0
605664,0,0,1,0,0,0,0,0,0
605665,0,0,0,0,0,1,0,0,0
605666,0,0,0,1,0,0,0,0,0
605667,0,0,0,0,0,0,0,0,1
605668,1,0,0,0,0,0,0,0,0
605669,0,0,0,0,0,0,1,0,0
605670,0,0,0,1,0,0,0,0,0
605671,0,0,0,0,0,1,0,0,0
605672,0,1,0,0,0,0,0,0,0
605673,0,0,0,0,0,0,0,0,1
605674,1,0,0,0,0,0,0,0,0
605675,0,0,0,0,1,0,0,0,0
605676,1,0,0,0,0,0,0,0,0
605677,0,0,0,0,0,1,0,0,0
605678,1,0,0,0,0,0,0,0,0
605679,1,0,0,0,0,0,0,0,0
605680,0,1,0,0,0,0,0,0,0
605681,1,0,0,0,0,0,0,0,0
605682,0,0,0,0,1,0,0,0,0
605683,0,0,1,0,0,0,0,0,0
605684,0,0,0,0,0,1,0,0,0
605685,0,0,0,0,0,1,0,0,0
605686,0,0,1,0,0,0,0,0,0
605687,0,0,0,1,0,0,0,0,0
605688,0,0,0,1,0,0,0,0,0
605689,0,0,0,0,0,1,0,0,0
605690,0,0,0,0,1,0,0,0,0
605691,0,0,0,0,0,1,0,0,0
605692,0,0,0,0,0,0,0,0,1
605693,0,0,0,1,0,0,0,0,0
605694,0,0,0,0,0,1,0,0,0
605695,1,0,0,0,0,0,0,0,0
605696,0,0,0,0,0,0,0,0,1
605697,0,0,0,0,0,1,0,0,0
605698,0,0,0,1,0,0,0,0,0
605699,0,0,0,0,0,1,0,0,0
605700,0,0,1,0,0,0,0,0,0
605701,0,0,0,0,1,0,0,0,0
605702,0,0,0,0,0,1,0,0,0
605703,0,0,0,0,0,1,0,0,0
605704,0,0,0,0,1,0,0,0,0
605705,0,0,0,0,0,1,0,0,0
605706,0,0,0,0,1,0,0,0,0
605707,0,0,0,0,0,1,0,0,0
605708,0,0,0,1,0,0,0,0,0
605709,0,0,0,0,0,1,0,0,0
605710,0,0,0,0,0,1,0,0,0
605711,0,0,1,0,0,0,0,0,0
605712,0,0,1,0,0,0,0,0,0
605713,1,0,0,0,0,0,0,0,0
605714,0,0,0,0,0,1,0,0,0
605715,0,1,0,0,0,0,0,0,0
605716,0,0,0,0,1,0,0,0,0
605717,0,0,0,0,1,0,0,0,0
605718,0,0,0,0,0,1,0,0,0
605719,0,0,0,0,0,0,0,1,0
605720,0,0,0,0,1,0,0,0,0
605721,0,0,1,0,0,0,0,0,0
605722,0,0,0,0,0,0,1,0,0
605723,0,1,0,0,0,0,0,0,0
605724,0,0,0,0,1,0,0,0,0
605725,0,0,0,0,0,0,0,1,0
605726,0,0,0,0,0,0,0,0,1
605727,0,0,0,0,0,0,1,0,0
605728,0,0,0,0,0,1,0,0,0
605729,1,0,0,0,0,0,0,0,0
605730,0,0,0,0,0,0,0,1,0
605731,1,0,0,0,0,0,0,0,0
605732,0,0,0,0,0,0,0,0,1
605733,0,0,0,0,0,1,0,0,0
605734,0,0,0,0,1,0,0,0,0
605735,0,0,0,0,0,0,0,0,1
605736,0,0,0,0,0,0,0,0,1
605737,0,1,0,0,0,0,0,0,0
605738,0,0,0,0,1,0,0,0,0
605739,0,0,0,1,0,0,0,0,0
605740,0,0,0,0,0,0,1,0,0
605741,0,0,0,0,0,0,0,0,1
605742,0,0,0,0,1,0,0,0,0
605743,1,0,0,0,0,0,0,0,0
605744,1,0,0,0,0,0,0,0,0
605745,0,1,0,0,0,0,0,0,0
605746,1,0,0,0,0,0,0,0,0
605747,0,0,1,0,0,0,0,0,0
605748,1,0,0,0,0,0,0,0,0
605749,0,0,0,1,0,0,0,0,0
605750,1,0,0,0,0,0,0,0,0
605751,0,0,1,0,0,0,0,0,0
605752,0,0,0,0,1,0,0,0,0
605753,0,0,0,0,0,1,0,0,0
605754,0,1,0,0,0,0,0,0,0
605755,0,1,0,0,0,0,0,0,0
605756,0,0,0,0,0,1,0,0,0
605757,0,0,0,0,0,1,0,0,0
605758,1,0,0,0,0,0,0,0,0
605759,1,0,0,0,0,0,0,0,0
605760,0,0,0,0,0,1,0,0,0
605761,0,0,1,0,0,0,0,0,0
605762,0,0,0,0,1,0,0,0,0
605763,0,0,0,0,0,1,0,0,0
605764,1,0,0,0,0,0,0,0,0
605765,0,1,0,0,0,0,0,0,0
605766,0,0,1,0,0,0,0,0,0
605767,0,0,0,1,0,0,0,0,0
605768,0,0,0,0,0,1,0,0,0
605769,0,0,1,0,0,0,0,0,0
605770,1,0,0,0,0,0,0,0,0
605771,0,0,0,1,0,0,0,0,0
605772,0,0,0,0,0,0,0,0,1
605773,0,1,0,0,0,0,0,0,0
605774,0,0,0,0,0,1,0,0,0
605775,0,0,0,0,0,0,1,0,0
605776,0,0,0,0,0,1,0,0,0
605777,0,0,0,0,0,1,0,0,0
605778,0,0,0,0,0,1,0,0,0
605779,1,0,0,0,0,0,0,0,0
605780,0,0,0,0,0,0,0,0,1
605781,0,0,0,0,0,1,0,0,0
605782,0,0,0,0,0,1,0,0,0
605783,0,0,0,0,1,0,0,0,0
605784,0,0,0,0,0,1,0,0,0
605785,0,0,0,0,1,0,0,0,0
605786,0,0,0,0,1,0,0,0,0
605787,0,0,0,0,0,1,0,0,0
605788,0,0,0,0,0,0,0,0,1
605789,0,1,0,0,0,0,0,0,0
605790,0,0,1,0,0,0,0,0,0
605791,0,0,0,0,1,0,0,0,0
605792,0,0,0,1,0,0,0,0,0
605793,1,0,0,0,0,0,0,0,0
605794,0,0,0,0,0,1,0,0,0
605795,0,0,0,1,0,0,0,0,0
605796,0,0,0,0,0,1,0,0,0
605797,0,0,0,1,0,0,0,0,0
605798,0,0,0,0,1,0,0,0,0
605799,1,0,0,0,0,0,0,0,0
605800,0,0,0,0,0,1,0,0,0
605801,0,0,0,0,1,0,0,0,0
605802,0,0,0,1,0,0,0,0,0
605803,0,0,1,0,0,0,0,0,0
605804,0,0,0,0,0,1,0,0,0
605805,0,0,0,0,1,0,0,0,0
605806,0,0,0,0,0,1,0,0,0
605807,1,0,0,0,0,0,0,0,0
605808,0,0,0,0,1,0,0,0,0
605809,0,0,0,1,0,0,0,0,0
605810,0,0,1,0,0,0,0,0,0
605811,0,0,0,0,0,1,0,0,0
605812,0,1,0,0,0,0,0,0,0
605813,0,0,0,0,0,0,0,1,0
605814,0,0,0,0,0,0,0,0,1
605815,0,1,0,0,0,0,0,0,0
605816,0,0,0,0,0,0,0,0,1
605817,0,0,0,0,0,0,0,0,1
605818,0,0,0,0,0,1,0,0,0
605819,0,0,0,0,0,0,0,0,1
605820,0,0,0,0,1,0,0,0,0
605821,0,1,0,0,0,0,0,0,0
605822,0,0,0,0,1,0,0,0,0
605823,0,0,0,0,0,0,1,0,0
605824,0,0,0,0,0,0,0,0,1
605825,0,0,0,0,0,1,0,0,0
605826,0,0,0,0,0,0,0,0,1
605827,0,0,0,0,0,0,1,0,0
605828,0,0,1,0,0,0,0,0,0
605829,0,0,1,0,0,0,0,0,0
605830,0,1,0,0,0,0,0,0,0
605831,0,0,0,0,0,1,0,0,0
605832,1,0,0,0,0,0,0,0,0
605833,0,0,0,1,0,0,0,0,0
605834,0,0,1,0,0,0,0,0,0
605835,0,0,0,0,1,0,0,0,0
605836,0,0,0,0,0,0,0,1,0
605837,0,0,0,0,1,0,0,0,0
605838,0,0,0,0,0,1,0,0,0
605839,1,0,0,0,0,0,0,0,0
605840,0,0,0,0,1,0,0,0,0
605841,0,0,0,0,0,0,0,0,1
605842,0,0,0,0,0,1,0,0,0
605843,0,0,0,0,0,0,1,0,0
605844,0,0,0,0,0,1,0,0,0
605845,0,0,0,0,1,0,0,0,0
605846,0,0,1,0,0,0,0,0,0
605847,0,0,1,0,0,0,0,0,0
605848,0,0,0,0,0,0,1,0,0
605849,0,0,1,0,0,0,0,0,0
605850,0,0,0,0,0,0,0,0,1
605851,0,0,0,1,0,0,0,0,0
605852,0,0,0,0,1,0,0,0,0
605853,0,0,0,0,0,1,0,0,0
605854,0,0,0,0,1,0,0,0,0
605855,0,0,0,0,0,1,0,0,0
605856,0,0,0,0,0,1,0,0,0
605857,0,0,0,0,0,1,0,0,0
605858,0,0,0,0,0,0,0,0,1
605859,0,0,0,0,0,1,0,0,0
605860,0,0,0,0,0,0,0,1,0
605861,1,0,0,0,0,0,0,0,0
605862,0,0,1,0,0,0,0,0,0
605863,0,0,0,0,1,0,0,0,0
605864,0,1,0,0,0,0,0,0,0
605865,0,0,0,0,0,1,0,0,0
605866,0,0,0,0,0,1,0,0,0
605867,0,0,0,0,1,0,0,0,0
605868,0,0,1,0,0,0,0,0,0
605869,0,0,0,0,0,0,1,0,0
605870,0,0,0,0,1,0,0,0,0
605871,0,0,0,0,0,1,0,0,0
605872,0,0,0,0,0,1,0,0,0
605873,0,0,0,0,0,0,1,0,0
605874,0,0,0,0,1,0,0,0,0
605875,0,0,0,0,0,1,0,0,0
605876,0,0,0,0,0,1,0,0,0
605877,0,0,1,0,0,0,0,0,0
605878,0,0,0,0,0,0,0,0,1
605879,0,0,0,0,0,1,0,0,0
605880,0,0,0,0,0,1,0,0,0
605881,0,0,1,0,0,0,0,0,0
605882,0,0,0,0,1,0,0,0,0
605883,0,0,0,0,0,1,0,0,0
605884,0,0,0,0,0,1,0,0,0
605885,0,0,1,0,0,0,0,0,0
605886,0,0,0,0,0,1,0,0,0
605887,0,0,0,1,0,0,0,0,0
605888,0,0,0,0,0,0,0,0,1
605889,0,0,0,0,0,0,1,0,0
605890,0,1,0,0,0,0,0,0,0
605891,0,0,0,0,0,0,0,1,0
605892,0,0,0,0,0,1,0,0,0
605893,0,1,0,0,0,0,0,0,0
605894,0,0,0,0,0,1,0,0,0
605895,0,0,1,0,0,0,0,0,0
605896,0,0,0,0,0,0,0,1,0
605897,0,0,0,1,0,0,0,0,0
605898,0,0,0,0,0,0,1,0,0
605899,0,0,0,0,0,1,0,0,0
605900,0,0,0,0,1,0,0,0,0
605901,0,0,0,0,0,1,0,0,0
605902,0,0,0,0,0,1,0,0,0
605903,0,0,0,0,0,0,0,1,0
605904,0,0,0,0,1,0,0,0,0
605905,0,0,0,1,0,0,0,0,0
605906,0,0,0,0,0,1,0,0,0
605907,0,0,0,0,0,1,0,0,0
605908,0,0,0,0,0,0,1,0,0
605909,0,0,0,0,1,0,0,0,0
605910,0,0,0,0,1,0,0,0,0
605911,0,0,0,0,0,1,0,0,0
605912,0,0,1,0,0,0,0,0,0
605913,0,0,0,0,1,0,0,0,0
605914,0,0,0,0,0,1,0,0,0
605915,1,0,0,0,0,0,0,0,0
605916,0,0,1,0,0,0,0,0,0
605917,0,0,0,1,0,0,0,0,0
605918,1,0,0,0,0,0,0,0,0
605919,0,0,0,0,0,1,0,0,0
605920,0,0,0,0,0,1,0,0,0
605921,0,0,0,0,0,1,0,0,0
605922,0,0,0,0,1,0,0,0,0
605923,0,0,0,0,0,1,0,0,0
605924,0,0,0,0,1,0,0,0,0
605925,0,0,0,0,0,1,0,0,0
605926,0,0,0,1,0,0,0,0,0
605927,0,0,0,0,0,0,0,0,1
605928,0,0,0,1,0,0,0,0,0
605929,0,0,0,0,1,0,0,0,0
605930,0,0,0,0,0,0,0,1,0
605931,0,0,0,0,0,0,0,1,0
605932,0,0,0,0,1,0,0,0,0
605933,1,0,0,0,0,0,0,0,0
605934,0,0,0,0,0,1,0,0,0
605935,0,0,0,0,1,0,0,0,0
605936,0,0,1,0,0,0,0,0,0
605937,0,0,0,1,0,0,0,0,0
605938,0,0,0,0,0,1,0,0,0
605939,0,0,0,1,0,0,0,0,0
605940,0,0,0,1,0,0,0,0,0
605941,0,0,0,0,1,0,0,0,0
605942,0,0,0,1,0,0,0,0,0
605943,0,0,0,0,0,0,0,0,1
605944,0,0,1,0,0,0,0,0,0
605945,0,0,0,0,1,0,0,0,0
605946,0,0,0,0,0,1,0,0,0
605947,0,1,0,0,0,0,0,0,0
605948,0,0,0,1,0,0,0,0,0
605949,0,0,0,0,0,1,0,0,0
605950,0,0,0,0,1,0,0,0,0
605951,0,1,0,0,0,0,0,0,0
605952,0,0,0,0,1,0,0,0,0
605953,0,0,0,0,1,0,0,0,0
605954,0,0,1,0,0,0,0,0,0
605955,0,0,0,0,0,1,0,0,0
605956,0,0,0,0,1,0,0,0,0
605957,0,0,0,0,1,0,0,0,0
605958,1,0,0,0,0,0,0,0,0
605959,0,1,0,0,0,0,0,0,0
605960,0,0,0,0,0,1,0,0,0
605961,0,0,0,0,1,0,0,0,0
605962,0,0,0,1,0,0,0,0,0
605963,0,0,0,0,1,0,0,0,0
605964,0,0,0,0,0,0,0,0,1
605965,0,0,0,0,0,1,0,0,0
605966,0,0,0,0,0,1,0,0,0
605967,0,0,0,1,0,0,0,0,0
605968,1,0,0,0,0,0,0,0,0
605969,0,0,0,0,0,0,1,0,0
605970,0,0,0,0,0,1,0,0,0
605971,0,0,0,0,0,1,0,0,0
605972,0,0,0,0,0,1,0,0,0
605973,0,0,0,0,0,1,0,0,0
605974,0,0,0,1,0,0,0,0,0
605975,0,0,0,0,0,1,0,0,0
605976,1,0,0,0,0,0,0,0,0
605977,0,0,0,0,0,1,0,0,0
605978,0,0,1,0,0,0,0,0,0
605979,0,0,0,0,1,0,0,0,0
605980,0,0,0,0,0,0,0,1,0
605981,0,0,0,0,1,0,0,0,0
605982,0,0,0,0,0,0,1,0,0
605983,0,0,0,0,0,0,0,0,1
605984,1,0,0,0,0,0,0,0,0
605985,0,0,0,0,1,0,0,0,0
605986,0,0,0,0,0,1,0,0,0
605987,0,0,0,0,0,0,1,0,0
605988,0,0,0,0,1,0,0,0,0
605989,0,0,1,0,0,0,0,0,0
605990,0,0,1,0,0,0,0,0,0
605991,0,0,0,1,0,0,0,0,0
605992,0,1,0,0,0,0,0,0,0
605993,0,0,0,1,0,0,0,0,0
605994,1,0,0,0,0,0,0,0,0
